Review ID,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,IATA CODE
21350,United Airlines,1,"""Couldn't check in on the app""",9th July 2023,False," Couldn't check in on the app to get my boarding pass as it kept looping me and telling me I needed to get it at the airport, get to the airport and the machine won't let me check in, reps won't assists, 90 minute hold time, the additional services line has 5 kiosks but only one rep is working even though a bunch are standing around doing nothing, and the line is backed up to the door. No supervisors/ managers available, try to call customer service and there's a 90 minute hold time. Missed the flight and now I'm going to have to wait 7 hours for the next one and my cat is going hungry tonight because of it.",,Solo Leisure,Economy Class,St Louis to Houston,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21351,United Airlines,1,"""One of the worst flying experiences""",9th July 2023,False,"  One of the worst flying experiences ever. Over 4 days of wasted vacation time, 2 flight cancellations, zero help from costumer service. Upon our arrival from TLV to Phoenix via Newark the flight from Newark airport was cancelled, and then cancelled again and again.  Leading to 4 whole days of waiting, missing out on precious family vacation time. Upon our arrival from Phoenix via Chicago to TLV our flight from Chicago got cancelled, no other flights for 2 days. Customer service is the worst- no answer over the phone, no one to talk to at all. I will ever fly with United Airlines again.",,Family Leisure,Economy Class,Phoenix to Tel Aviv via Newark,2023-07-01,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no,UA
21352,United Airlines,3,"""Food service and quality way below average""",9th July 2023,False,"  Seat is not comfortable and you can not sleep straight, you have bend your legs to get into a sleeping position, uncomfortable and not enough leg room for somebody a little taller. Food service and quality way below average, I paid 155.000 miles for this trip, it was the first time I used United for an international flight but not worth it. I still prefer Asian or some European airlines over United Airlines.",Boeing 787-900,Solo Leisure,Business Class,Los Angeles to London Heathrow,2023-06-01,1.0,3.0,1.0,3.0,2.0,1.0,2.0,no,UA
21353,United Airlines,1,"""top my worst experience""",9th July 2023,False,  This airline / route has to top my worst experience. Arrived on flight - hostess had allocated our assigned seats prior to take off. They then proceeded re-shuffle everyone around again causing absolute chaos. Flight was delayed. No liquids (water or anything else) was offered until 2.5 hours into flight. No entertainment - screen was broken - 55 C. They had run out of any option on food and issued a vegetable offering which we sent back After explaining the circus they were running they offered compensation which was refused. ,,Business,Economy Class,New York to Lisbon,2023-06-01,1.0,1.0,1.0,1.0,1.0,2.0,1.0,no,UA
21354,United Airlines,2,"""trip was an unmitigated disaster""",9th July 2023,True,"  I have flown United Airlines and its Star Alliance partners many times. However, this trip was an unmitigated disaster. Our departure to SFO was delayed by 3 hours because the flight crew was delayed getting in to DFW and needed their 8 hour rest. This meant we would miss our connection. As it turned out, the connecting flight was cancelled. The agent at check in would not rebook us on another airline nor put us on standby. Our bags were checked through to YVR. The agent in the United Club put us on standby for the next flight from SFO. Unfortunately, we could not get on this flight nor 2 other flights that we were on standby status. As a result, I ended up booking one way flights on another carrier to Seattle, stayed overnight and then took the bus to YVR so we could attend the first of 4 wedding events. The flight itself was fine; however, the baggage is another story. Our bags never made it to YVR. I spent countless hours texting with United Baggage over 5 days. We received conflicting messages about our bags being in YVR. We missed a pre-wedding soiree because we spent 4 1/2 hours at YVR airport looking for a bag that wasn't there and had to buy every day clothes plus clothes for the wedding. On Monday July 3, I received a phone call saying one bag as in YVR. I requested the bag to be delivered to our hotel. On the day of departure from YVR, the bag still hadn't arrived. I received a call while going through security that 2 bags would be sent to DFW and delivered to our home address. The bags were delivered to our home on Friday July 7. The garment bag that was supposed to be delivered to our hotel before departure on 7/6 is still in United's baggage system. 24-48 hr delay is excusable; however an entire 8 day vacation without baggage is totally inexcusable. This is the first time in all my years of travel I have encountered such poor baggage service. I'm inclined to not use United again, but then I would lose my Premier access status with its Star Alliance partners. I would reluctantly recommend United as I have never had this issue before.", A319,Couple Leisure,Economy Class,Dallas to Vancouver via San Francisco,2023-06-01,4.0,4.0,,1.0,,,4.0,yes,UA
21355,United Airlines,1,"""Catastrophic experience""",8th July 2023,False," Catastrophic experience with United July 8, our early morning flight to Denver delayed 2 hours due to unexpected security issue with plane. Plane was at the airport overnight not clear why United didnâ€™t check it until after everyone boarded. Understaffed! Missed our connecting flight DEN to PHL, then was rebooked to flight 8 hrs later, which was also delayed four more hours. Plane was at airport but no crew to fly it! One problem after another, don't fly this airline!! Very unprepared for summer travel!",,Family Leisure,Economy Class,Denver to Philadelphia,2023-07-01,2.0,1.0,,1.0,,,1.0,no,UA
21356,United Airlines,1,"""The worst experience ever""",8th July 2023,True,"  The worst experience ever. Departure was fine and return was a nightmare. United canceled my flight at 3:30am in the mourning while in route to airport. Couldn't make contact with an agent to help us, tried to rebook a flight for next day on their app and flights were at 1,500 or per person. I was traveling with my wife, daughter and 2 dogs. I've been trying to get a refund because I had to spend over double the amount for tickets through JET BLUE. Flew into JFK instead of Newark, taxi was almost $200 to get home. Reached out to United customer service as instructed by their associate after a hour Waite on the phone and no one has responded.  I don't think I will ever fly united ever again. Still waiting for a refund and a response till to date. ",,Family Leisure,Economy Class,Newark to San Juan,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21357,United Airlines,1,"""nickle and dime you to the extreme""",8th July 2023,True,"  I used to love flying with United but this will be the last time I use them. I'll fly American over them! They try to nickle and dime you to the extreme, andnot family friendly at all. Customer service wasn't any better, disgusted all around.",,Family Leisure,Economy Class,Washington to Chicago,2023-07-01,2.0,3.0,,1.0,,,2.0,no,UA
21358,United Airlines,1,"""Pathetic customer service""",7th July 2023,True,"  Pathetic customer service. Got the runaround for two hours regarding a baggage issue. Could have been solved in 5 minutes. My experience is very similar to others I read here, just wish I had read them prior to booking. I'll fly Delta from now on.",,Business,Economy Class,Los Angeles to Newark,2023-07-01,1.0,1.0,,1.0,1.0,1.0,1.0,no,UA
21359,United Airlines,1,"""A horrible airline""",7th July 2023,False,"  Just terrible united is one of the worst airlines anyone can chose to fly. So many unnecessary delays, terrible service. A horrible airline and i will never ever fly United again. I landed at 5:55 and i am still on this airplane and it is currently 7:15. This is horrible.",Boeing 767-400,Family Leisure,Economy Class,Newark to Puerto Rico,2023-07-01,1.0,3.0,1.0,1.0,3.0,1.0,1.0,no,UA
21360,United Airlines,1,"""Constant delays and cancelation""",6th July 2023,False,"  Nothing but issues from my flight to Hawaii and my flights home from Hawaii. Constant delays and cancelation. I am traveling with 2 children, they Have done nothing to help me. Stood in line at 12am to be booked a room because of my flight being canceled. Then the booked me on a late flight but only gave me a room for basically 9 hrs and refused to help me by phone extend my stay. So I am stuck with no car no clothes in a city I don't know with 2 kids and now have to go hang out at the airport all day.",,Family Leisure,Economy Class,Honolulu to San Francisco,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21361,United Airlines,1,"""The absolute worst""",6th July 2023,False,"  The absolute worst! I will never fly with United again. Our first departing flight was canceled and rescheduled for the following day which then had an additional layover. Our returning flight was delayed almost 12 hours and we were told all flight problems were due to ""weather."" Complete lie! ",,Couple Leisure,Economy Class,Jackson hole to Denver,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21362,United Airlines,1,"""I will never fly United again""",5th July 2023,True,"  United is the worst airline I have ever experienced. They do things like delay your flight every 30 minutes for 5 hours, then abruptly cancel because ""the pilot tapped out"" at midnight. Absolutely unacceptable, and I will never fly United again. I also feel obligated to warn everyone else never to fly united either. Terrible airline.",,Solo Leisure,Economy Class,Denver to San Jose,2023-07-01,1.0,1.0,,1.0,,,1.0,no,UA
21363,United Airlines,1,"""Complete customer service failure""",4th July 2023,False,"  San Francisco curb side luggage check in unorganized, incompetent and rude. Overall customer service was poor and unresponsive Second and Third Order Impactâ€™s: Cancellation of family plans scheduled for 03JUL23. Had to purchase undergarments and clothing. Recommend not using United Airlines curbside luggage check in service in San Francisco. Checked in Luggage did not arrive on flight to Arizona. Spoke to United Airlines representative at Phoenix Sky Harbor and they stated luggage would be delivered later that evening to uncles home 02JUL23. After numerous phone calls and messaging finally received luggage at 0630 on 04JUL23. Gentlemen who brought it did not require a signature or conduct inspection of items to insure all items were present. Items inside luggage were rearranged and shuffled. Complete customer service failure by United Airlines and San Francisco curbside luggage check in.",,Family Leisure,Economy Class,San Francisco to Phoenix ,2023-07-01,4.0,4.0,2.0,1.0,,,3.0,no,UA
21364,United Airlines,1,"""no one knew where my bags were""",4th July 2023,True," Departure flight: Firstly, let me express I live in Atlanta, GA. We have one of the largest Airports in America, therefore, I understand the 2 hours plus rule. From the time I arrived in Newark, it was a terrible choice. My first leg on United Airlines was ATL to EWR, I arrived to Hartsfield Airport (ATL) to discover my flight would be 1 hour and 45 mins delayed. Not a big deal to most but I had a connecting flight to Denmark, Europe. As it got closer to the boarding time, an United assistant began to yell on the microphone, ""Y'all have to hurry and board or we will go illegal and you will have to wait longer"". If anyone came up to ask a question, ""Y'all have to hurry and board because we are about to go illegal"". She informed us, they would start boarding sooner due to them about to go ""illegal"". Finally, we are all boarded on the plane, we waited an extra 30 mins to taxi due to them allowing another United flight that was supposed to depart at 10ish pm to board our flight, they said we were not full so they could get more passengers on my flight. While this delay occurred because we have multiple people with the same seat. These genius people did not think about this. Secondly, I arrived at Newark, and it takes United 30 mins to get an associate to hook up a ramp for passenger departure of the aircraft. The pilot continues to apologize over the microphone several times. I literally had 5 mins to get to my connecting flight; it was pointless to even run during this time. I reached the United help desk to informed them I'd missed my connecting flight due to their delay, the woman assisted me by trying to get the next available flight but all of them made me miss my anniversary, which is the day I would have arrived to be with my spouse. At this point, they give me a hotel because I had an international flight. I asked several times if my bags would be on the new flight I'd been given, the United assistant reassured me they would. (It was not on my next flight after delayed for 10 hours.) The assistant gave me a meal voucher of $15 for breakfast and lunch. They provided a Lyft to the hotel, by this time, it was 12 am. The hotel was about a 20 min drive, and I felt like I'd passed a million hotels to arrive at such an unsatisfying one. You would have thought I was in a motel 6. After a 10-hour delay, I started my travel back to Newark (EWR), my international flight was on time, I was so happy to be away from this unprofessional airport. The staff was horrible going through security check out. I arrived to Aalborg, Europe to discover, no one knew where my bags were. I'd missed my anniversary and now I have absolutely No clothes. Returning flight: From Aalborg, Europe (AAL) to dreadful Newark (EWR), I arrived at Newark Airport (EWR) again but this time I had an 8-hour layover. I'd learned from my first experience to just take the extra time if you can. I put myself into the Newark International Airport Marriott, which is only 5 mins from the Airport. Trust me, I could tell the difference of this hotel as I arrived in the parking lot. The next morning, I started my travels.",,Solo Leisure,Premium Economy,Atlanta to Aalborg ,2023-07-01,2.0,3.0,2.0,1.0,4.0,2.0,1.0,no,UA
21365,United Airlines,3,"""an epic disappointment""",2nd July 2023,False," To start off this was my husbandâ€™s and Iâ€™s first time flying United and it was an epic disappointment. We arrive 2 hours early here in Birmingham to be told your flight here has been delayed and you will miss your connecting flight in Houston to Los Angeles. You have the choice to stay here in Birmingham or fly to Houston and we will provide a hotel room. Okay we chose to fly to Houston because who knows what could happen. We end up in a storm in Houston no fault to United Airlines but the issue is we lost a day in Honolulu and our room there was already paid for no refund issued. So we fly 7 1/2 hours straight to Honolulu on a crowded flight having to sit in the middle when our seats were originally by the window. So I didnâ€™t get the beautiful view of what I wanted to see. The food was terrible because we received a salad no dressing and I was thankful we ate dinner. The flight back wasnâ€™t even better. We got delayed in Los Angeles because the flight attendant was late in Honolulu. Then we go to customer service and they did accommodate us at another hotel with food vouchers. However the experience was horrible because most of the staff was rude and disingenuous on how to handle customers. Things could have been worse but paying for baggage, being re-seated on every flight was all too much and even with them putting us up in hotels. We still lost money and a day in Honolulu. I say this to say we stayed humble through the experience but it was still not enough to repay for our losses. Also on the flight home from Houston there was no wi-fi service so that sucked. Yâ€™all ask if I would refer you all to others as a last resort but no.",,Couple Leisure,Economy Class,Birmingham to Honolulu via Houston,2023-06-01,1.0,4.0,4.0,1.0,2.0,2.0,1.0,yes,UA
21366,United Airlines,1,"""Again United failed""",2nd July 2023,False,"  Again United failed. 1st flight canceled, rebooked stanby and that flight delayed and full, so had to cancel the trip. Rebook it all and try again. Taxi costs to and from the airport, paid cancellation fees to hotels and rental car companies, but United doesn't care. Never mind the lost time and all the people that also had to reschedule because we couldn't make it. United doesn't care. I understand there are problems from time to time, but at United there are problems ALL the time. Can't remember the last time it went smoothly and I regret the day I joined Mileage Plus, but United doesn't care. ",,Business,Premium Economy,Liberia to Houston ,2023-06-01,1.0,3.0,,1.0,,,1.0,no,UA
21367,United Airlines,9,"""really comfortable and peaceful""",2nd July 2023,True,  Flight from Edinburgh to La Guardia via Dulles was really comfortable and peaceful. So many inflight entertainment available. Though the flight was a noon flight delicious lunch meal was served and prior to landing cheese ham sandwich was passed out. Delayed flight arrival to LGA was about 30 minutes late but with quick boarding the flight took off 40 minutes again. Gate staff was updating about the delay every 20 minutes. United has always been good to me. I was on a Basic Economy class.,,Couple Leisure,Economy Class,Edinburgh to LaGuardia via Washington,2023-06-01,4.0,4.0,4.0,5.0,5.0,,4.0,yes,UA
21368,United Airlines,2,"""This time is the final straw""",1st July 2023,True,"  Once again United Airlines found a way to delay my flight. This time they aid the flight was delayed because the crew was coming in on another flight, after a few hours they then said they were waiting on a flight attendant. Every time I book United Iâ€™m delayed. This time is the final straw, I missed a very important family event that I can never get back or see again. ",,Business,Economy Class,Omaha to Chicago,2023-06-01,2.0,1.0,1.0,3.0,2.0,1.0,1.0,no,UA
21369,United Airlines,1,"""worst airline to book a flight from""",1st July 2023,True,  This is the worst airline to book a flight from. Iâ€™ve been cancelled and delayed on more that 2 flights. Havenâ€™t received and compensation and they are giving me the run around.,,Solo Leisure,Economy Class,Chicago to Charlotte,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21370,United Airlines,1,"""unreliable and unprofessional airline""",30th June 2023,False,"  This airline is the worst airline I have ever flown with. I took off work to go to Chicago to celebrate a religious holiday with my family and was met with a bunch of problems. First, my flight at 5:40 was canceled just hours before it was supposed to take off. I decided to go at 3 to wait on standby for the next flight to Chicago at 4:45, which is what was recommended on the phone by United Customer Service. I was 6th in line. The 4:45 one left and I was unable to get in. I waited for one at 7:30 but was also unable to get in. However, by that time, they told me that I am 2nd in line and had to wait 4 more hours for the next flight. I found out about an hour before the next flight at 11 that I was kicked off the waiting list for no reason. I tried to find anyone from United to speak to about this but there was absolutely no one there to help. One of the later flights at 11:30 kept getting delayed till about 1 in the morning, and as for the other flight, I was informed that I was, once again, the 6th in line. I spent 9 hours in the airport yesterday and I am sure United does not care about me or a lot of their other customers in my same situation. This is an unreliable and unprofessional airline who do not care for its customers.",,Solo Leisure,Economy Class,San Francisco to Chicago,2023-06-01,,,,1.0,,,1.0,no,UA
21371,United Airlines,1,"""keep cancelling everyoneâ€™s flights""",30th June 2023,False," My family and me were supposed to go to Florida on Wednesday, we were at the airport waiting, it was almost time to board the plane but they delayed it. They delayed it twice!! Then after delaying it they canceled it. They didnâ€™t have anymore flights until Friday so we waited, we woke up at 6 am to go to the airport just to find out they canceled it again. Every time they just say â€œgo to customer serviceâ€ or to â€œadditional servicesâ€ but the lines are huge. No one wants to wait there and take time out of their day just for them to reschedule the flight and then cancel it the day before or the day of the flight. Worst part is that they sent out our luggage to Orlando while we are still in Houston. So now we were left without luggage even though United Airlines told us that they will not send our luggage until we are sent out to Florida but come to find out they sent it out either way. So we are left without a plane ride to Florida and we have no luggage. I do not recommend this airline to any one. Crazy how United Airlines is supposed to be the best airline but they keep cancelling everyoneâ€™s flights and have horrible customer service.",,Family Leisure,Economy Class,Houston to Orlando,2022-12-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21372,United Airlines,2,"""plane was late leaving EWR""",29th June 2023,True,"  I really don't have words to describe the stress, cost and disruption caused to my life from United these past few days. I can only summarize on what is clearly the root cause, and it comes down to corporate greed by United. Today our plane was late leaving EWR, as the plane did not have enough fuel. 2 weeks earlier on another United flight the delay was because the crew had slept in. That was just the beginning, in what is a saga of bad planes, bad food (business class), shoddy cheap airport facilities.  Its beyond apparent that United are all about squeezing every last cent of of the business, with a short term view on juicing share price.",,Business,Economy Class,Newark to Tokyo Haneda,2023-06-01,3.0,2.0,1.0,2.0,3.0,2.0,2.0,no,UA
21373,United Airlines,1,"""fleet is old and trash""",29th June 2023,True," I booked this flight (UA2394) months in advance, selecting it because it was a non stop and a B737max. They then cancel this flight at 10:30pm the night before the flight, on a holiday weekend leaving me without many options. I had upgraded my seats to first class which I will now lose if I'm selected for standby more than likely not to mention its a poorer 737-800. I was going for a friends wedding. Not only have they now ruined this wedding they try and stick me on standby on a one stop flight, surely losing my first class seat without refunding my paid upgrade no doubt. I don't care what they say about weather or traffic control their airlines is trash. The way they treat their loyal customers is trash. Their fleet is old and trash. Their food is poor. Their loyalty program is terrible because they have too many 1k'ers. You pretty much have to pay for an upgrade if you want one. I finally got a flight on one of their FEW newer planes and they cancel it. I'm going to get on every review site I can think and tell people to fly Delta. They are at least more reliable and probably have a newer fleet and may very well treat their loyalty customers better. United is a greedy airline.",Boeing 737max,Business,First Class,Houston to Boston,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21374,United Airlines,1,"""She gave us an excellent service""",29th June 2023,True,  I want to thank Claire on the united airlines check- in desk of San Francisco Airport. She gave us an excellent service very professional she is a very kind lady. We where having a very bad day because we missed our fly with another airline and the other airline gave us a reservation instead of a confirmed ticket with United. But Claire told us what to do with the other airline and finally we are home (after 21 hours at 4 different airports and 3 different planes). Thanks Claire. God bless you.,,Couple Leisure,Economy Class,San Francisco to Tampa,2023-06-01,3.0,5.0,4.0,5.0,,,5.0,yes,UA
21375,United Airlines,1,"""do not fly United""",29th June 2023,True,"  We had book a 10 day vacation to Israel. We were first delayed in the Salt Lake Airport for 8 1/2 hours, missing our connection by several hours and being forced to stay in San Francisco for about 16 hours until the next flight from there left to Tel Aviv. Now, this by itself was very frustrating and meant we would miss a whole day of our vacation, no vacation and no work meant we were losing money by the hour, add onto that was the unhelpful attitude of the flight crew, the several different reasons given for delays (ranging from weather to flight crew deficiency, to plane malfunctions) and this was just a really bad day. We stay in San Francisco for an entire day and are back at the airport for the new flight. Now, the airline did provide us with a hotel (pretty bad one that smelled like smoke) and a few food vouchers, but we weren't very happy with them. The next flight gets delayed again and again until finally at about 2am (was supposed to leave at 8), they cancel the flight for another set of ambiguous reasons. at this point, there are 400+ angry people waiting in one line with about 2 agents and they are turning people away without so much as a hotel room. At this point we decided we would not be flying United, we've missed two days of vacation or work, we've been treated poorly and compensated only the bare minimum. We finally speak to an agent and demand monetary compensation as well as a refund for the cancelled flight (airlines are required to refund cancelled flights), and they refuse. They tell us there will be compensation but where, when, how is left ambiguous. We ended up flying Delta, completely smooth as wonderful process. Though we continually call, fill out forms, send emails, and the like, we have yet to see a dime of compensation for this truly terrible experiences. We stayed in touch with some other people on our flight and they continued to have problems with United (missed connections and the like) and were never compensated. The best that they were able to do was offer $300 vouchers for another flight. Are you kidding me? You think a silly $300 voucher could make up for the money we lost and the horrible experience we had? Not likely. As we are never planning to fly United again, a voucher is honestly just an insult at this point. We also heard that the employees of United are so disgruntled with the company that they are planning a strike. Do yourselves a favor and do not fly United.",,Couple Leisure,Economy Class,San Francisco to Tel Aviv,2023-06-01,,,,1.0,,,1.0,no,UA
21376,United Airlines,1,"""hunt in order to get my luggage""",29th June 2023,False,  They don't hire enough customer service and staff. It has taken me over 3 days so far in the process of trying to retrieve my luggage. They canceled a flight so I could not get to my connecting flight. However they sent my luggage to the country where I was to get the connection to my final destination. Customer service gave me wrong information twice regarding my luggage. It takes hours to get in touch with customer service. In one attempt it was literally seven hours. When you finally do they give you the wrong information. This happened multiple times. They sent me on a full on scavenger hunt in order to get my luggage. And I still haven't gotten it. United must be held accountable for their negligence. I have spent hours of time energy on trying to locate my luggage. When I went back to the airport as I was incorrectly instructed the air port was operating like a third world countries. Very few staff member and not well trained. There has literally bean financial loss.,,Solo Leisure,Economy Class,Newark to Tel Aviv,2023-06-01,3.0,2.0,3.0,1.0,3.0,3.0,1.0,no,UA
21377,United Airlines,1,"""lacking in empathy and extremely aggressive""",29th June 2023,True,"  I am one of the unlucky souls who booked a flight with United in late June 2023. I had to end my vacation in the Caribbean to return to Canada for a family emergency. What was supposed to be an 9h trip turned into a four day nightmare that cost me upwards of $2800 USD in out of pocket expenses, in addition to the original ticket price. I was shocked to find some United employees incredibly lacking in empathy and extremely aggressive. On day three of the ordeal, a customer service rep at Newark took a cursory look at my booking, claimed I was rebooked on an air Canada flight and was â€œno longer a United passenger.â€ I told her, the booking was not complete and Air Canada had explained (after I had gone back and forth between the two long queues) that United had not actually booked me, it was more of a temporary hold. The United staff refused to even speak to me, even as I begged tears streaming down my face explaining I had a family emergency. A manager then aggressively threatened to call security if I didnâ€™t step aside because I â€œhad already used up 30 minutes of their time,â€ which she knew was a blatant lie. I then had to go back to Air Canada and then called United on the phone, all of which was useless. I finally booked myself on a new ticket, via the United app, travelled to another terminal (C) and waited for 8 hours only to have that trip cancelled as well. I was now approaching day 4 so feeling utterly defeated, I booked myself a business class ticket home from Newark with Air Canada. It cost me $2300 USD and was a red eye with a long layover in Quebec City, but that flight DID make it and Iâ€™m now home. I think United deserves to be sued for its failure to support and look after the wellbeing of its customers. Shame on them and on lawmakers who allow this level of negligence and disregard for passengersâ€™ wellbeing (see reports of the atrocious conditions in some terminals especially Newark terminal C). I will never travel with United or through the US again for that matter.",,Solo Leisure,Economy Class,Nassau to Montreal via Newark,2023-06-01,3.0,3.0,,1.0,,1.0,1.0,no,UA
21378,United Airlines,1,"""airline is terribly run""",29th June 2023,False,  From not letting us into the lounge due to a known system issue to being deployed because of the lack of available gates. This whole airline is terribly run. How do these people get paid?,,Couple Leisure,Economy Class,Toronto to Honolulu via San Francisco,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21379,United Airlines,1,"""horrifically rude and unprofessional""",28th June 2023,True," United is the most disgusting and horrifically rude and unprofessional airline I have ever dealt with. They left my young children to sleep on the floor of EWR claiming they didnâ€™t have hotels to put us in after 37 hours of delays and cancelling our flight with us on the plane at 2am. They never gave us food vouchers to eat in any of the 37 hours of delays, they didnâ€™t rebook us, they did nothing just said there was nothing they could do and left myself and my 3 kids alone in NYC with absolutely zero help or guidance. Their supervisors laughed at me and said my kids would sleep find on the floor of the airport when I asked if we get a hotel because they cancelled our flights due to their crew scheduling issues.",,Family Leisure,Economy Class,Jacksonville to Edinburgh via Newark,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,UA
21380,United Airlines,3,United Airlines customer review,28th June 2023,False,"  Has anyone ever and I mean ever been able to get through to United's customer care on the 800 number? I have been trying for several days now and have clocked up 478 minutes on hold! Unfortunately the information I need amended cannot be done online and they say I must phone them, I have three months to my international flight. I might get someone before then!",,Solo Leisure,Economy Class,Pittsburgh to Newark ,2023-06-01,3.0,4.0,3.0,4.0,3.0,4.0,4.0,no,UA
21381,United Airlines,1,"""refund none of the associated costs""",28th June 2023,True,"  Flight cancelled at 1 AM 7 hours before take off. They offer a refund for the flight. They will refund none of the associated costs even though I have no chance of recovering those costs, which are substantially more than their flight. This company deserves all of the worst things in the world, including flying United Airlines.",,Solo Leisure,Economy Class,Madison to Denver,2023-06-01,,,,1.0,,,1.0,no,UA
21382,United Airlines,2,"""seat was nothing like first""",28th June 2023,True,"  I had a first class round trip ticket. My flight from SNA TO Newark was delayed due to the pilot. They didnâ€™t have pilot! After 30 minutes delays that was not an issue for me it flew. My First class seat was nothing like first. The seat was small and my legs had no support, seats were not even half way reclined which was the most important point for me to book a first class ticket. Food was good and no claim regarding that. The worst part of my journey was the second ticket from Newark to SNA that was cancelled due to the Weather while other flights had no issue regarding that. I tried to call them, they put me on hold and no answer. I tried to book another ticket they all got booked in a minute. I had flight insurance that did not help me in this situation! The first available ticket was for two days later. Me and my sister had no place to stay since she was moving out of NYC and she returned her home keys. We had to book a hotel, move all of our stuff there. I had job interview that I lost that opportunity due to this cancellation. I was so lucky to get a new first class ticket from American Airlines and reach Orange County safely. ",,Business,First Class,Newark to Orange County,2023-06-01,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no,UA
21383,United Airlines,1,"""Absolutely appalling service""",28th June 2023,True,"  Absolutely appalling service from United Airlines. Our family has flown with UA the past 2 decades and this had to be one of the most shockingly bad customer services that we have ever received from an airline. Our flight UA441 was scheduled to depart from EWR at 11:07 am and arrive at FLL at 2:16 pm. Then it said on the screen that the flight was delayed 3 hours due to staff issues where it said there was no cabin crew or captain/pilot available for the flight. I understood about the issue carefully and listened to all communications from UA provided to customers. Our vacation to Florida, absolutely ruined due to the bad customer services we have received from United Airlines. We are currently searching for alternatives to make up for the cancelled flight. We will never fly United Airlines again.",Boeing 737-9,Business,Economy Class,Newark to Fort Lauderdale,2023-06-01,1.0,1.0,,1.0,,,1.0,no,UA
21384,United Airlines,1,"""We will never trust this airline""",28th June 2023,True,"  I had a flight from NYC to Orange County (SNA). My flight got cancelled because of weather. I tried to call them to reschedule my flight. They put me on hold for hours, at the same time I was trying to book a new flight online. There were some options but all others got booked while I was filling the online forms. I kept calling them for hours no answer! My sister had the first class ticket with the United Airlines at the same date and time. Same thing happened to her. We had no place to stay so we had to get taxi and book a hotel for two days. Moreover, we had to pay extra for each time using UBER and food. Finally we were able to book tickets with American Airlines. It means weather is not the reason for this chaotic situation. This was the last time our family book tickets with United Airlines. We will never trust this airline!",,Solo Leisure,Economy Class,New York to Orange County,2023-06-01,1.0,4.0,,1.0,,,1.0,no,UA
21385,United Airlines,1,"""United has lost a customer for life""",28th June 2023,True,"  I was charged $1300 for the round trip ticket to attend my grandfather's funeral. All of my flights were delayed (one was because they had no crew), apparently there is no in-flight entertainment offered anymore on United flights, no food offered other than a small bag of pretzels and a cup of water, I was forced to pay $10 for Wi-Fi service that didn't work, and now I've been told United apparently have a new policy in which they don't adjust fares for bereavement travel. When I called customer service, I was forced into using the text messaging option to try to resolve my concerns due to the waiting period to speak to a representative being over 90 minutes. The United representative that I texted with was not only not helpful, but their messages were full of poor grammar, no punctuation (they often wrote paragraphs with no commas or periods or anything...it was just a run-on, nonsensical way of communicating), and a complete lack of willingness to resolve my concern(s). United has lost a customer for life.",,Solo Leisure,Economy Class,Baltimore to Burbank ,2023-06-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no,UA
