Review ID,Airline Name,Overall_Rating,Review_Title,Review_Date,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food_Beverages,Ground Service,Inflight Entertainment,Wifi_Connectivity,Value For Money,Recommended,IATA CODE,tokenized_review,sentiment_score,sentiment_label
3811,Alaska Airlines,2,"""dishonest fare tactics""",2023-07-09,9th July 2023,True,"  Just went to book Psp to Sfo. At the end of the long process, Alaska Airlines informed me that my seats were no longer available. They made me start completely over, could not just start me in the seating chart. When I got to seats, my seats were still available. But my fare was about a 3rd more expensive. This is flat dishonest. I used to fly even more often. Alaska used to be the best airline. All of the new nickle and diming and inflexibility and now dishonest fare tactics; management has clearly changed. I will not be choosing Alaska Airlines over more honest airlines again.",,Business,First Class,Palm Springs to San Francisco,11/1/2022,,,,,,,2.0,no,AS,"['go', 'book', 'psp', 'sfo', 'end', 'long', 'process', 'alaska', 'airline', 'inform', 'seat', 'longer', 'available', 'make', 'start', 'completely', 'could', 'start', 'seat', 'chart', 'get', 'seat', 'seat', 'still', 'available', 'fare', 'expensive', 'flat', 'dishonest', 'use', 'fly', 'even', 'often', 'alaska', 'use', 'best', 'airline', 'new', 'nickle', 'dim', 'inflexibility', 'dishonest', 'fare', 'tactic', 'management', 'clearly', 'change', 'choose', 'alaska', 'airline', 'honest', 'airline']",0.13832939393939397,Positive
3812,Alaska Airlines,9,"""plenty of legroom in Economy Class""",2023-07-09,9th July 2023,True,"  _x000D_
Due to flight cancellations and inability get a standby flight to YVR on United, I chose to fly to Seattle to get closer to Vancouver. The 737 MAX 9 is a very comfortable aircraft with plenty of legroom in Economy Class. Flight crew as friendly and provided the usual refreshments and snacks. If Alaska Airlines had more flights from DFW I would not hesitate to fly it again.",Boeing 737-MAX 9,Family Leisure,Economy Class,San Francisco to Seattle,6/1/2023,5.0,5.0,4.0,4.0,,,5.0,yes,AS,"['due', 'flight', 'cancellation', 'inability', 'get', 'standby', 'flight', 'yvr', 'unite', 'chose', 'fly', 'seattle', 'get', 'closer', 'vancouver', 'max', 'comfortable', 'aircraft', 'plenty', 'legroom', 'economy', 'class', 'flight', 'crew', 'friendly', 'provide', 'usual', 'refreshment', 'snack', 'alaska', 'airline', 'flight', 'dfw', 'would', 'hesitate', 'fly']",0.3564625,Positive
3813,Alaska Airlines,1,""" A great job by all""",2023-07-03,3rd July 2023,False,"  Arrived at Dulles and had to declare a firearm in my checked baggage. AA employee Sahira assisted me and she was training at least 8 new employees. She was efficient, pleasant and quick even while training. My bag was unintentionally put on the conveyor before it was X-rayed by TSA. Sahira and the entire group disappeared and retrieved the bag in only 15 minutes and helped us finish our processing through TSA. The entire group of new employees were eager and happy and it was the best airport experience Iâ€™ve had in years. A great job by all especially Sahira! She is a credit to Alaska Airlines.",,Family Leisure,Economy Class,Washington to Spokane via San Diego,7/1/2023,4.0,4.0,,5.0,,,5.0,yes,AS,"['arrive', 'dulles', 'declare', 'firearm', 'check', 'baggage', 'aa', 'employee', 'sahira', 'assist', 'train', 'least', 'new', 'employee', 'efficient', 'pleasant', 'quick', 'even', 'train', 'bag', 'unintentionally', 'put', 'conveyor', 'tsa', 'sahira', 'entire', 'group', 'disappear', 'retrieve', 'bag', 'minute', 'help', 'u', 'finish', 'processing', 'tsa', 'entire', 'group', 'new', 'employee', 'eager', 'happy', 'best', 'airport', 'experience', 'year', 'great', 'job', 'especially', 'sahira', 'credit', 'alaska', 'airline']",0.2351753787878788,Positive
3814,Alaska Airlines,1,"""They have changed for the worst""",2023-07-01,1st July 2023,False,"  My wife and I have exclusively used Alaska Airlines for the past 15 years with great satisfaction. On the last trip in June we found they have changed! They no longer provide even adequate service but donâ€™t care for their customers in the least and will lie when they get caught in bad service. I have 150,000 miles and my wife has 124,000 miles Both Elite and MVP customers. But they treated us poorly, didnâ€™t care that we fly first class or anything, I was actually threatened by a gate agent supervisor and her supervisor. Customer Service didnâ€™t care less and just ignored us. They have changed for the worst.",,Couple Leisure,First Class,Dallas Fort-Worth to Kodiak,6/1/2023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no,AS,"['wife', 'exclusively', 'use', 'alaska', 'airline', 'past', 'year', 'great', 'satisfaction', 'last', 'trip', 'june', 'find', 'changed', 'longer', 'provide', 'even', 'adequate', 'service', 'care', 'customer', 'least', 'lie', 'get', 'caught', 'bad', 'service', 'mile', 'wife', 'mile', 'elite', 'mvp', 'customer', 'treat', 'u', 'poorly', 'care', 'fly', 'first', 'class', 'anything', 'actually', 'threaten', 'gate', 'agent', 'supervisor', 'supervisor', 'customer', 'service', 'care', 'less', 'ignored', 'u', 'change', 'bad']",-0.04098492063492064,Neutral
3815,Alaska Airlines,2,"""delayed arrival of airplane""",2023-07-01,1st July 2023,True,  An almost 2hr delay with super clear skies because of their own reasons: delayed arrival of airplane and then waiting 50 min in the plain to get a lane to fly.,,Couple Leisure,Economy Class,San Francisco to Seattle,6/1/2023,3.0,3.0,2.0,3.0,2.0,,3.0,no,AS,"['almost', 'delay', 'super', 'clear', 'sky', 'reason', 'delay', 'arrival', 'airplane', 'wait', 'min', 'plain', 'get', 'lane', 'fly']",0.4390047619047619,Positive
3816,Alaska Airlines,1,"""I do not recommend this airline""",2023-06-27,27th June 2023,True,"  This is my second review. When I was finally able to reach an Alaska Airlines representative by phone and explain the situation, I learned that there was no unaccompanied minor status applied to our child when the reservation was made by phone, contrary to what my husband was told by the airline representative at the time of purchase. I was informed when I was making my complaint that unaccompanied minor status was only paid for and applied at time of check in. Why didnâ€™t the phone representative inform my husband when he placed the reservation? I also learned Alaska Airlines is focused on money more than a minorâ€™s safety. I explained that I had been allowed to accompany my child to the gate for the departing flight and the supervisor I was speaking to exclaimed, â€œAnd she didnâ€™t charge you!â€ I would not have expected to be charged just as I did not expect to fill out a form during check-in because we believed we had paid it as part of the rather expensive ticket we already paid. The supervisor criticized me for not searching out this information on the website. We believed everything was taken care of because we had Spoken to Alaska airline representatives, both when we made the reservation and during check-in. Apparently representativeâ€™s words cannot be trusted. Because of the lack of competency on the part of Alaska airlines, our minor child was not met by the guardian at the gate upon arrival. The guardian was not allowed to accompany our minor child through security on the return flight, and was not present as guardian and witness when our minor child was searched all around their privates by TSA. Because of Alaska airlines incompetency, I was not allowed to meet my own child at the gate. If I had not directly asked the representative what was required when I was denied a gate pass, I never we would have even heard about the â€œyellow form â€œ. Alaska Airlines is worse than the Keystone cops and I do not recommend this airline to anyone.",,Solo Leisure,Economy Class,Burbank to Boise,6/1/2023,,,,1.0,,,1.0,no,AS,"['second', 'review', 'finally', 'able', 'reach', 'alaska', 'airline', 'representative', 'phone', 'explain', 'situation', 'learn', 'unaccompanied', 'minor', 'status', 'apply', 'child', 'reservation', 'make', 'phone', 'contrary', 'husband', 'tell', 'airline', 'representative', 'time', 'purchase', 'inform', 'make', 'complaint', 'unaccompanied', 'minor', 'status', 'pay', 'applied', 'time', 'check', 'phone', 'representative', 'inform', 'husband', 'place', 'reservation', 'also', 'learn', 'alaska', 'airline', 'focus', 'money', 'safety', 'explain', 'allow', 'accompany', 'child', 'gate', 'depart', 'flight', 'supervisor', 'speaking', 'exclaim', 'charge', 'would', 'expect', 'charged', 'expect', 'fill', 'form', 'believe', 'pay', 'part', 'rather', 'expensive', 'ticket', 'already', 'pay', 'supervisor', 'criticize', 'search', 'information', 'website', 'believe', 'everything', 'take', 'care', 'spoken', 'alaska', 'airline', 'representative', 'make', 'reservation', 'apparently', 'word', 'trust', 'lack', 'competency', 'part', 'alaska', 'airline', 'minor', 'child', 'meet', 'guardian', 'gate', 'upon', 'arrival', 'guardian', 'allow', 'accompany', 'minor', 'child', 'security', 'return', 'flight', 'present', 'guardian', 'witness', 'minor', 'child', 'search', 'around', 'private', 'tsa', 'alaska', 'airline', 'incompetency', 'allow', 'meet', 'child', 'gate', 'directly', 'ask', 'representative', 'require', 'denied', 'gate', 'pas', 'never', 'would', 'even', 'hear', 'form', 'alaska', 'airline', 'bad', 'keystone', 'cop', 'recommend', 'airline', 'anyone']",-0.036599999999999994,Neutral
3817,Alaska Airlines,1,"""Alaska is my airline of choice""",2023-06-19,19th June 2023,True," Gate check in was short staffed and not overly helpful. In fairness it was a full flight and they looked busy. Flight Crew was a different story, they were beyond amazing! Thomas, Becca and the other 2 attendants were all so kind, and helpful. There was a medical emergency on the flight and all of them worked together to provide support. I have so much respect for the crew and Alaska is my airline of choice!",,Solo Leisure,Economy Class,Honolulu to Seattle,6/1/2023,3.0,5.0,4.0,3.0,4.0,5.0,4.0,yes,AS,"['gate', 'check', 'short', 'staff', 'overly', 'helpful', 'fairness', 'full', 'flight', 'look', 'busy', 'flight', 'crew', 'different', 'story', 'beyond', 'amazing', 'thomas', 'becca', 'attendant', 'kind', 'helpful', 'medical', 'emergency', 'flight', 'work', 'together', 'provide', 'support', 'much', 'respect', 'crew', 'alaska', 'airline', 'choice']",0.23280833333333334,Positive
3818,Alaska Airlines,1,"""Zero marks for customer care""",2023-06-18,18th June 2023,True,"  Our luggage is lost. It was supposed to come on next flight and be delivered to us last night or else by 9am this morning. There is still no sign of it and absolutely no communication from the airline. The phone number I was given is not working. They are not responding to my emails. We have a six day holiday in San Diego and the first day is already destroyed. Well done Air Alaska. Also, they were ""left short"" on restocking so the only refreshment we received on our flight was a 250ml carton of water that tasted vile. A relatively minor complaint but another example of lack of concern or regard for customers. Zero marks for customer care.",,Solo Leisure,Economy Class,San Francisco to San Diego,6/1/2023,2.0,2.0,1.0,2.0,,,1.0,no,AS,"['luggage', 'lose', 'suppose', 'come', 'next', 'flight', 'deliver', 'u', 'last', 'night', 'else', 'morning', 'still', 'sign', 'absolutely', 'communication', 'airline', 'phone', 'number', 'give', 'work', 'respond', 'email', 'six', 'day', 'holiday', 'san', 'diego', 'first', 'day', 'already', 'destroy', 'well', 'do', 'air', 'alaska', 'also', 'leave', 'short', 'restocking', 'refreshment', 'receive', 'flight', 'carton', 'water', 'taste', 'vile', 'relatively', 'minor', 'complaint', 'another', 'example', 'lack', 'concern', 'regard', 'customer', 'zero', 'mark', 'customer', 'care']",-0.06641999999999999,Negative
3819,Alaska Airlines,1,"""not impressed at all""",2023-06-17,17th June 2023,True," I am not impressed at all with the staff, convenience, or customer service. I booked a cruise and I booked the flights to and from through Air to Sea. I was supposed to be on first class because I am clausty and have a terrible fear of flying. I realized I was not booked correctly. I reached out to Air to Sea and they said no problem, just download the apps and change seats. On my flight there I was booked on American Airlines. I went on the app, easily upgraded to first class, the staff was super helpful, and they even upgraded my entire family for free! The flight was comfy, the staff on the plane were great, and I had zero panic attacks. Not the same experience with Alaska Airlines. They would not help me. They told me we had plenty up upgrades available and it was a small fee to upgrade. Then the staff said never mind we can't help you because you went through Air to Sea. So we called Air to Sea that said they can't help because the airline does not allow them to see first class. After going back and forth we got both sides on the phone at the same time where Alaska Airlines said they would upgrade us for over $1,000 a ticket! Wow. Horrible customer service, very petty because we booked through Air to Sea, treated us terrible like we had done something wrong, not to mention plenty of seating they are refusing to sell us. They should be ashamed and they reminded me of why I will always be loyal to American Airlines!",,Family Leisure,Premium Economy,Seattle to Dallas,6/1/2023,2.0,1.0,1.0,1.0,1.0,,1.0,no,AS,"['impressed', 'staff', 'convenience', 'customer', 'service', 'book', 'cruise', 'book', 'flight', 'air', 'sea', 'suppose', 'first', 'class', 'clausty', 'terrible', 'fear', 'fly', 'realize', 'book', 'correctly', 'reach', 'air', 'sea', 'say', 'problem', 'download', 'apps', 'change', 'seat', 'flight', 'book', 'american', 'airline', 'go', 'app', 'easily', 'upgrade', 'first', 'class', 'staff', 'super', 'helpful', 'even', 'upgrade', 'entire', 'family', 'free', 'flight', 'comfy', 'staff', 'plane', 'great', 'zero', 'panic', 'attack', 'experience', 'alaska', 'airline', 'would', 'help', 'tell', 'plenty', 'upgrade', 'available', 'small', 'fee', 'upgrade', 'staff', 'say', 'never', 'mind', 'ca', 'help', 'go', 'air', 'sea', 'call', 'air', 'sea', 'say', 'ca', 'help', 'airline', 'allow', 'see', 'first', 'class', 'go', 'back', 'forth', 'get', 'side', 'phone', 'time', 'alaska', 'airline', 'say', 'would', 'upgrade', 'u', 'ticket', 'wow', 'horrible', 'customer', 'service', 'petty', 'book', 'air', 'sea', 'treat', 'u', 'terrible', 'like', 'do', 'something', 'wrong', 'mention', 'plenty', 'seat', 'refuse', 'sell', 'u', 'ashamed', 'remind', 'always', 'loyal', 'american', 'airline']",-0.06321176470588236,Negative
3820,Alaska Airlines,3,"""Disappointing first experience2",2023-06-03,3rd June 2023,True,  They damaged a brand new bag I checked in at Kahului and I cannot use the telescopic handle any more. When I pointed this out to their representative Val at Seattle Airport he told me I wasn't entitled to any compensation. After an overnight flight I was too tired to push my case and accepted what he said. But when I arrived at my hotel and emptied the bag to check the mechanism I discovered the mechanism at the bottom of the suitcase bent which has now jammed the handle making it useless. This is obviously from damage from poor handling. Their web site freezes regularly and there is no way to even send them a message to claim compensation or take this matter further. Having flown Hawaiian Airlines to many islands in Hawaii and enjoying the warm and genuine friendly and cheerful staff on Hawaiian it was a stark contrast traveling with Alaska Airlines for the first time. Whereas the flight attendants on Hawaiian greet every passenger when boarding my wife and I noticed that he Flight Attendants on Alsaka were too busy talking to each other when we boarded to even greet us! Service on board was also very indifferent and you got the feeling they were just going through the motions until the aircraft got to its destination. Disappointing first experience and maybe no more!,Boeing 737,Couple Leisure,Economy Class,Kahului to Seattle,5/1/2023,2.0,2.0,,3.0,,,3.0,no,AS,"['damage', 'brand', 'new', 'bag', 'check', 'kahului', 'use', 'telescopic', 'handle', 'point', 'representative', 'val', 'seattle', 'airport', 'tell', 'entitle', 'compensation', 'overnight', 'flight', 'tire', 'push', 'case', 'accept', 'say', 'arrived', 'hotel', 'empty', 'bag', 'check', 'mechanism', 'discover', 'mechanism', 'bottom', 'suitcase', 'bent', 'jam', 'handle', 'make', 'useless', 'obviously', 'damage', 'poor', 'handle', 'web', 'site', 'freeze', 'regularly', 'way', 'even', 'send', 'message', 'claim', 'compensation', 'take', 'matter', 'fly', 'hawaiian', 'airline', 'many', 'island', 'hawaii', 'enjoy', 'warm', 'genuine', 'friendly', 'cheerful', 'staff', 'hawaiian', 'stark', 'contrast', 'travel', 'alaska', 'airline', 'first', 'time', 'whereas', 'flight', 'attendant', 'hawaiian', 'greet', 'every', 'passenger', 'board', 'wife', 'notice', 'flight', 'attendant', 'alsaka', 'busy', 'talk', 'board', 'even', 'greet', 'u', 'service', 'board', 'also', 'indifferent', 'get', 'feel', 'go', 'motion', 'aircraft', 'get', 'destination', 'disappoint', 'first', 'experience', 'maybe']",-0.10989257575757576,Negative
3821,Alaska Airlines,1,"""She is truly an asset""",2023-05-23,23rd May 2023,False,"  My 87 year-old mother and myself have done this same trip 3x, And each time we have been serviced by Patricia (from Mahlon Sweet Airport in Eugene). She is the best agent you have. She made sure we had everything we needed -- my mom requires wheelchair assistance, so flying is especially stressful!! She helped us through every check point and even took some pictures as we boarded the plane.  She is truly an asset to Horizon Air and Alaska Airlines.",,Family Leisure,Economy Class,Eugene to San Diego,5/1/2023,5.0,5.0,5.0,5.0,,,5.0,yes,AS,"['mother', 'do', 'trip', 'time', 'service', 'patricia', 'mahlon', 'sweet', 'airport', 'eugene', 'best', 'agent', 'make', 'sure', 'everything', 'need', 'mom', 'require', 'wheelchair', 'assistance', 'fly', 'especially', 'stressful', 'help', 'u', 'every', 'check', 'point', 'even', 'take', 'picture', 'board', 'plane', 'truly', 'asset', 'horizon', 'air', 'alaska', 'airline']",0.27443,Positive
3822,Alaska Airlines,9,"""Super kind and accommodating""",2023-05-21,21st May 2023,False,  Traveling musician headed to Tampa for 3 shows. Have my expensive guitar with me and was offered a place to stow it in the flight attendants closet onboard. Huge shout out to Shelly and Shari on AK flight 326 from Seattle to Tampa on 5/21 9:15am! Super kind and accommodating. I canâ€™t thank you enough.,Boeing 737,Business,Economy Class,Seattle to Tampa,5/1/2023,4.0,5.0,5.0,5.0,4.0,4.0,5.0,yes,AS,"['travel', 'musician', 'head', 'tampa', 'show', 'expensive', 'guitar', 'offer', 'place', 'stow', 'flight', 'attendant', 'closet', 'onboard', 'huge', 'shout', 'shelly', 'shari', 'ak', 'flight', 'seattle', 'tampa', 'super', 'kind', 'accommodate', 'thank', 'enough']",0.20154666666666665,Positive
3823,Alaska Airlines,1,"""worst airline company ever""",2023-05-09,9th May 2023,True,"  This was the worst airline company ever. Check in staff are not properly trained. The girl that was suppose to be helping me check in doesnâ€™t know hat to do, she keeps on asking the manager for help and her other colleague. Manager and colleague also doesnâ€™t know what sheâ€™s doing. She keeps making phone calls then she came back to confirm that yes I as in-fact correct that a lap infant has a free check in luggage allowance. We missed our international due to their lack of knowledge, negligence, and irresponsibility. They refuse to book us with another flight so we donâ€™t have to miss our flight, they didnâ€™t.  I told them that we donâ€™t have money to pay for extra since we struggled just to pay for our existing tickets. This is the only time that I felt that if youâ€™re poor, they donâ€™t care, people or company will just step all over you. I was willing for them to fix the problem so that we can still leave to go to Philippines. I even told them that we can sleep at the airport floor and willing to fly the next day. Both EVA air and Alaska air will not do anything about it. We ended up staying at hotel hampton inn and picked the cheapest room possible and kept making phone calls after phone calls because Alaska air said this. ",7M9,Family Leisure,Economy Class,Chicago to San Francisco,5/1/2023,2.0,,,1.0,,,1.0,no,AS,"['bad', 'airline', 'company', 'ever', 'check', 'staff', 'properly', 'train', 'girl', 'suppose', 'help', 'check', 'know', 'hat', 'keep', 'ask', 'manager', 'help', 'colleague', 'manager', 'colleague', 'also', 'know', 'keep', 'make', 'phone', 'call', 'come', 'back', 'confirm', 'yes', 'correct', 'lap', 'infant', 'free', 'check', 'luggage', 'allowance', 'miss', 'international', 'due', 'lack', 'knowledge', 'negligence', 'irresponsibility', 'refuse', 'book', 'u', 'another', 'flight', 'miss', 'flight', 'tell', 'money', 'pay', 'extra', 'since', 'struggle', 'pay', 'exist', 'ticket', 'time', 'felt', 'poor', 'care', 'people', 'company', 'step', 'willing', 'fix', 'problem', 'still', 'leave', 'go', 'philippine', 'even', 'tell', 'sleep', 'airport', 'floor', 'willing', 'fly', 'next', 'day', 'eva', 'air', 'alaska', 'air', 'anything', 'end', 'stay', 'hotel', 'hampton', 'inn', 'pick', 'cheap', 'room', 'possible', 'keep', 'make', 'phone', 'call', 'phone', 'call', 'alaska', 'air', 'say']",-0.0679576923076923,Negative
3824,Alaska Airlines,1,"""big thank you to all at Alaska Airlines""",2023-05-03,3rd May 2023,False,"  I had a delayed flight into Tacoma from London with American Airlines, which mention I missed my connection to Kona with Alaska Airlines. Was told by an American Airlines representative that everything would be sorted, like our flight to Kona the next day and our over night stay in Tacoma. But when I approached someone at the American Airlines desk they wanted nothing to do with it. They said it was an Alaska Airlines problem because it was an Alaska Airlines we had missed. Which I disagree with as it was an American Airlines delayed flight that caused us to miss our connecting flight to Kona. So I then went to Alaska Airlines desk, they couldn't have been more helpful. They booked our flights to Kona the next day, booked a night at the Comfort Inn and gave us food vouchers with no cost to us. I would highly recommend Alaska Airlines to fly with as I still don't think it was there problem to look after us like they did. We had a great fight to Kona the next day, friendly cheerful cabin crew, clean air craft. I hope to fly with you in future and a big thank you to all at Alaska Airlines from Steven and Jacqueline from Scotland.",Boeing 737-9 max,Couple Leisure,Economy Class,Tacoma to Kona,5/1/2023,4.0,5.0,4.0,5.0,,,4.0,yes,AS,"['delay', 'flight', 'tacoma', 'london', 'american', 'airline', 'mention', 'miss', 'connection', 'kona', 'alaska', 'airline', 'tell', 'american', 'airline', 'representative', 'everything', 'would', 'sort', 'like', 'flight', 'kona', 'next', 'day', 'night', 'stay', 'tacoma', 'approach', 'someone', 'american', 'airline', 'desk', 'want', 'nothing', 'say', 'alaska', 'airline', 'problem', 'alaska', 'airline', 'miss', 'disagree', 'american', 'airline', 'delay', 'flight', 'cause', 'u', 'miss', 'connect', 'flight', 'kona', 'go', 'alaska', 'airline', 'desk', 'could', 'helpful', 'booked', 'flight', 'kona', 'next', 'day', 'book', 'night', 'comfort', 'inn', 'give', 'u', 'food', 'voucher', 'cost', 'u', 'would', 'highly', 'recommend', 'alaska', 'airline', 'fly', 'still', 'think', 'problem', 'look', 'u', 'like', 'great', 'fight', 'kona', 'next', 'day', 'friendly', 'cheerful', 'cabin', 'crew', 'clean', 'air', 'craft', 'hope', 'fly', 'future', 'big', 'thank', 'alaska', 'airline', 'steven', 'jacqueline', 'scotland']",0.13929,Positive
